150,250,150,150,156,150,166,202
0,50,49,48,46,49,49,29
150,54,150,150,64,54,54,113
150,78,150,150,130,74,82,128
135,66,143,124,108,66,62,111
0,50,49,46,47,50,50,28
9,50,49,46,50,50,54,38
84,162,104,114,114,130,160,101
