150,0,150,150,141,150,126,72
250,50,54,58,66,54,54,134
150,49,150,150,59,49,49,113
150,43,150,150,120,44,42,123
160,46,148,134,108,46,47,111
250,50,54,66,62,50,50,138
244,50,54,66,50,50,49,143
194,22,109,139,119,30,35,131
